sentence,entailment
"""Phil has divorced Jane"" entails ""Phil married Jane""",1
"""Phil had divorced Jane"" entails ""Phil is marrying Jane""",0
"""Phil had divorced Jane"" entails ""Phil was marrying Jane""",1
"""Phil had divorced Jane"" entails ""Phil has married Jane""",0
"""Phil had divorced Jane"" entails ""Phil had married Jane""",1
"""Phil had divorced Jane"" entails ""Phil will marry Jane""",0
"""Phil had divorced Jane"" entails ""Phil marries Jane""",0
"""Phil had divorced Jane"" entails ""Phil married Jane""",1
"""Phil will divorce Jane"" entails ""Phil is marrying Jane""",0
"""Phil will divorce Jane"" entails ""Phil was marrying Jane""",0
"""Phil will divorce Jane"" entails ""Phil has married Jane""",0
"""Phil will divorce Jane"" entails ""Phil had married Jane""",1
"""Phil will divorce Jane"" entails ""Phil will marry Jane""",0
"""Phil will divorce Jane"" entails ""Phil marries Jane""",0
"""Phil will divorce Jane"" entails ""Phil married Jane""",1
"""Phil divorces Jane"" entails ""Phil is marrying Jane""",0
"""Phil divorces Jane"" entails ""Phil was marrying Jane""",1
"""Phil divorces Jane"" entails ""Phil has married Jane""",0
"""Phil divorces Jane"" entails ""Phil had married Jane""",1
"""Phil divorces Jane"" entails ""Phil will marry Jane""",0
"""Phil divorces Jane"" entails ""Phil marries Jane""",0
"""Phil divorces Jane"" entails ""Phil married Jane""",1
"""Phil divorced Jane"" entails ""Phil is marrying Jane""",0
"""Phil divorced Jane"" entails ""Phil was marrying Jane""",1
"""Phil divorced Jane"" entails ""Phil has married Jane""",0
"""Phil divorced Jane"" entails ""Phil had married Jane""",1
"""Phil divorced Jane"" entails ""Phil will marry Jane""",0
"""Phil divorced Jane"" entails ""Phil marries Jane""",0
"""Phil divorced Jane"" entails ""Phil married Jane""",1
"""Eileen is acquiring the estate"" entails ""Eileen is choosing the estate""",0
"""Eileen is acquiring the estate"" entails ""Eileen was choosing the estate""",0
"""Eileen is acquiring the estate"" entails ""Eileen has chosen the estate""",0
"""Eileen is acquiring the estate"" entails ""Eileen had chosen the estate""",0
"""Eileen is acquiring the estate"" entails ""Eileen will choose the estate""",0
"""Eileen is acquiring the estate"" entails ""Eileen chooses the estate""",0
"""Eileen is acquiring the estate"" entails ""Eileen chose the estate""",0
"""Eileen was acquiring the estate"" entails ""Eileen is choosing the estate""",0
"""Eileen was acquiring the estate"" entails ""Eileen was choosing the estate""",1
"""Eileen was acquiring the estate"" entails ""Eileen has chosen the estate""",0
"""Eileen was acquiring the estate"" entails ""Eileen had chosen the estate""",1
"""Eileen was acquiring the estate"" entails ""Eileen will choose the estate""",0
"""Eileen was acquiring the estate"" entails ""Eileen chooses the estate""",0
"""Eileen was acquiring the estate"" entails ""Eileen chose the estate""",1
"""Eileen has acquired the estate"" entails ""Eileen is choosing the estate""",0
"""Eileen has acquired the estate"" entails ""Eileen was choosing the estate""",0
"""Eileen has acquired the estate"" entails ""Eileen has chosen the estate""",1
"""Eileen has acquired the estate"" entails ""Eileen had chosen the estate""",0
"""Eileen has acquired the estate"" entails ""Eileen will choose the estate""",0
"""Eileen has acquired the estate"" entails ""Eileen chooses the estate""",0
"""Eileen has acquired the estate"" entails ""Eileen chose the estate""",1
"""Eileen had acquired the estate"" entails ""Eileen is choosing the estate""",0
"""Eileen had acquired the estate"" entails ""Eileen was choosing the estate""",1
"""Eileen had acquired the estate"" entails ""Eileen has chosen the estate""",0
"""Eileen had acquired the estate"" entails ""Eileen had chosen the estate""",1
"""Eileen had acquired the estate"" entails ""Eileen will choose the estate""",0
"""Eileen had acquired the estate"" entails ""Eileen chooses the estate""",0
"""Eileen had acquired the estate"" entails ""Eileen chose the estate""",1
"""Eileen will acquire the estate"" entails ""Eileen is choosing the estate""",0
"""Eileen will acquire the estate"" entails ""Eileen was choosing the estate""",0
"""Eileen will acquire the estate"" entails ""Eileen has chosen the estate""",0
"""Eileen will acquire the estate"" entails ""Eileen had chosen the estate""",0
"""Eileen will acquire the estate"" entails ""Eileen will choose the estate""",1
"""Eileen will acquire the estate"" entails ""Eileen chooses the estate""",0
"""Eileen will acquire the estate"" entails ""Eileen chose the estate""",0
"""Eileen acquires the estate"" entails ""Eileen is choosing the estate""",0
"""Eileen acquires the estate"" entails ""Eileen was choosing the estate""",0
"""Eileen acquires the estate"" entails ""Eileen has chosen the estate""",0
"""Eileen acquires the estate"" entails ""Eileen had chosen the estate""",0
"""Eileen acquires the estate"" entails ""Eileen will choose the estate""",0
"""Eileen acquires the estate"" entails ""Eileen chooses the estate""",1
"""Eileen acquires the estate"" entails ""Eileen chose the estate""",0
"""Eileen acquired the estate"" entails ""Eileen is choosing the estate""",0
"""Eileen acquired the estate"" entails ""Eileen was choosing the estate""",1
"""Eileen acquired the estate"" entails ""Eileen has chosen the estate""",0
"""Eileen acquired the estate"" entails ""Eileen had chosen the estate""",1
"""Eileen acquired the estate"" entails ""Eileen will choose the estate""",0
"""Eileen acquired the estate"" entails ""Eileen chooses the estate""",0
"""Eileen acquired the estate"" entails ""Eileen chose the estate""",1
"""Eileen is choosing the estate"" entails ""Eileen is acquiring the estate""",0
"""Eileen is choosing the estate"" entails ""Eileen was acquiring the estate""",0
"""Eileen is choosing the estate"" entails ""Eileen has acquired the estate""",0
"""Eileen is choosing the estate"" entails ""Eileen had acquired the estate""",0
"""Eileen is choosing the estate"" entails ""Eileen will acquire the estate""",0
"""Eileen is choosing the estate"" entails ""Eileen acquires the estate""",0
"""Eileen is choosing the estate"" entails ""Eileen acquired the estate""",0
"""Eileen was choosing the estate"" entails ""Eileen is acquiring the estate""",0
"""Eileen was choosing the estate"" entails ""Eileen was acquiring the estate""",0
"""Eileen was choosing the estate"" entails ""Eileen has acquired the estate""",0
"""Eileen was choosing the estate"" entails ""Eileen had acquired the estate""",0
"""Eileen was choosing the estate"" entails ""Eileen will acquire the estate""",0
"""Eileen was choosing the estate"" entails ""Eileen acquires the estate""",0
"""Eileen was choosing the estate"" entails ""Eileen acquired the estate""",0
"""Eileen has chosen the estate"" entails ""Eileen is acquiring the estate""",0
"""Eileen has chosen the estate"" entails ""Eileen was acquiring the estate""",0
"""Eileen has chosen the estate"" entails ""Eileen has acquired the estate""",0
"""Eileen has chosen the estate"" entails ""Eileen had acquired the estate""",0
"""Eileen has chosen the estate"" entails ""Eileen will acquire the estate""",0
"""Eileen has chosen the estate"" entails ""Eileen acquires the estate""",0
"""Eileen has chosen the estate"" entails ""Eileen acquired the estate""",0
"""Eileen had chosen the estate"" entails ""Eileen is acquiring the estate""",0
"""Eileen had chosen the estate"" entails ""Eileen was acquiring the estate""",0
"""Eileen had chosen the estate"" entails ""Eileen has acquired the estate""",0
"""Eileen had chosen the estate"" entails ""Eileen had acquired the estate""",0
"""Eileen had chosen the estate"" entails ""Eileen will acquire the estate""",0
"""Eileen had chosen the estate"" entails ""Eileen acquires the estate""",0
"""Eileen had chosen the estate"" entails ""Eileen acquired the estate""",0
"""Eileen will choose the estate"" entails ""Eileen is acquiring the estate""",0
"""Eileen will choose the estate"" entails ""Eileen was acquiring the estate""",0
"""Eileen will choose the estate"" entails ""Eileen has acquired the estate""",0
"""Eileen will choose the estate"" entails ""Eileen had acquired the estate""",0
"""Eileen will choose the estate"" entails ""Eileen will acquire the estate""",0
"""Eileen will choose the estate"" entails ""Eileen acquires the estate""",0
"""Eileen will choose the estate"" entails ""Eileen acquired the estate""",0
"""Eileen chooses the estate"" entails ""Eileen is acquiring the estate""",0
"""Eileen chooses the estate"" entails ""Eileen was acquiring the estate""",0
"""Eileen chooses the estate"" entails ""Eileen has acquired the estate""",0
"""Eileen chooses the estate"" entails ""Eileen had acquired the estate""",0
"""Eileen chooses the estate"" entails ""Eileen will acquire the estate""",0
"""Eileen chooses the estate"" entails ""Eileen acquires the estate""",0
"""Eileen chooses the estate"" entails ""Eileen acquired the estate""",0
"""Eileen chose the estate"" entails ""Eileen is acquiring the estate""",0
"""Eileen chose the estate"" entails ""Eileen was acquiring the estate""",0
"""Eileen chose the estate"" entails ""Eileen has acquired the estate""",0
"""Eileen chose the estate"" entails ""Eileen had acquired the estate""",0
"""Eileen chose the estate"" entails ""Eileen will acquire the estate""",0
"""Eileen chose the estate"" entails ""Eileen acquires the estate""",0
"""Eileen chose the estate"" entails ""Eileen acquired the estate""",0
"""Jim is dialling 911"" entails ""Jim is phoning 911""",1
"""Jim is dialling 911"" entails ""Jim was phoning 911""",0
